#,Заказной код,Параметр:Заказной код:Давление,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Материал корпуса,Параметр:Заказной код:Размер шкалы,Параметр:Заказной код:Материал мембраны,Параметр:Заказной код:Материал нижней секции мембраны,Параметр:Заказной код:Заполнение глицерином,Параметр:Заказной код:Поверка
,GD-32-S-L-S-8N-100A-1500psi-VE,от 0 до 1500psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-2300psi-VE,от 0 до 2300psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-3500psi-VE,от 0 до 3500psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-6000psi-VE,от 0 до 6000psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V0bar-VE,от -1 до 0бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8G-100A-V0,6bar-VE",от -1 до 0.6бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8G-100A-V1,5bar-VE",от -1 до 1.5бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V3bar-VE,от -1 до 3бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V5bar-VE,от -1 до 5бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V9bar-VE,от -1 до 9бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V15bar-VE,от -1 до 15бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V24bar-VE,от -1 до 24бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V0bar-VE,от -1 до 0бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-20M-100A-V0,6bar-VE",от -1 до 0.6бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-20M-100A-V1,5bar-VE",от -1 до 1.5бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V3bar-VE,от -1 до 3бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V5bar-VE,от -1 до 5бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V9bar-VE,от -1 до 9бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V15bar-VE,от -1 до 15бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V24bar-VE,от -1 до 24бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V0bar-VE,от -1 до 0бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8N-100A-V0,6bar-VE",от -1 до 0.6бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8N-100A-V1,5bar-VE",от -1 до 1.5бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V3bar-VE,от -1 до 3бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V5bar-VE,от -1 до 5бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V9bar-VE,от -1 до 9бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V15bar-VE,от -1 до 15бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V24bar-VE,от -1 до 24бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V0kPa-VE,от -100 до 0КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V60kPa-VE,от -100 до 60КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V150kPa-VE,от -100 до 150КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V300kPa-VE,от -100 до 300КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V500kPa-VE,от -100 до 500КПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8G-100A-V0,9MPa-VE",от -0.1 до 0.9МПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8G-100A-V1,5MPa-VE",от -0.1 до 1.5МПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8G-100A-V2,4MPa-VE",от -0.1 до 2.4МПа,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V0kPa-VE,от -100 до 0КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V60kPa-VE,от -100 до 60КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V150kPa-VE,от -100 до 150КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V300kPa-VE,от -100 до 300КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V500kPa-VE,от -100 до 500КПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-20M-100A-V0,9MPa-VE",от -0.1 до 0.9МПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-20M-100A-V1,5MPa-VE",от -0.1 до 1.5МПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-20M-100A-V2,4MPa-VE",от -0.1 до 2.4МПа,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V0kPa-VE,от -100 до 0КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V60kPa-VE,от -100 до 60КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V150kPa-VE,от -100 до 150КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V300kPa-VE,от -100 до 300КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V500kPa-VE,от -100 до 500КПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8N-100A-V0,9MPa-VE",от -0.1 до 0.9МПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8N-100A-V1,5MPa-VE",от -0.1 до 1.5МПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8N-100A-V2,4MPa-VE",от -0.1 до 2.4МПа,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V0psi-VE,от -14.5 до 0psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V8psi-VE,от -14.5 до 8psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V20psi-VE,от -14.5 до 20psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V40psi-VE,от -14.5 до 40psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V70psi-VE,от -14.5 до 70psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V130psi-VE,от -14.5 до 130psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V200psi-VE,от -14.5 до 200psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8G-100A-V350psi-VE,от -14.5 до 350psi,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V0psi-VE,от -14.5 до 0psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V8psi-VE,от -14.5 до 8psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V20psi-VE,от -14.5 до 20psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V40psi-VE,от -14.5 до 40psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V70psi-VE,от -14.5 до 70psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V130psi-VE,от -14.5 до 130psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V200psi-VE,от -14.5 до 200psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-20M-100A-V350psi-VE,от -14.5 до 350psi,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V0psi-VE,от -14.5 до 0psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V8psi-VE,от -14.5 до 8psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V20psi-VE,от -14.5 до 20psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V40psi-VE,от -14.5 до 40psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V70psi-VE,от -14.5 до 70psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V130psi-VE,от -14.5 до 130psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V200psi-VE,от -14.5 до 200psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,GD-32-S-L-S-8N-100A-V350psi-VE,от -14.5 до 350psi,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,нет,да
,"GD-32-S-L-S-8G-100A-0,6bar-GW",от 0 до 0.6бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-1bar-GW,от 0 до 1бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-8G-100A-1,6bar-GW",от 0 до 1.6бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-8G-100A-2,5bar-GW",от 0 до 2.5бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-4bar-GW,от 0 до 4бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-6bar-GW,от 0 до 6бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-10bar-GW,от 0 до 10бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-16bar-GW,от 0 до 16бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-25bar-GW,от 0 до 25бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-40bar-GW,от 0 до 40бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-60bar-GW,от 0 до 60бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-100bar-GW,от 0 до 100бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-160bar-GW,от 0 до 160бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-250bar-GW,от 0 до 250бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8G-100A-400bar-GW,от 0 до 400бар,G 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-20M-100A-0,6bar-GW",от 0 до 0.6бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-1bar-GW,от 0 до 1бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-20M-100A-1,6bar-GW",от 0 до 1.6бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-20M-100A-2,5bar-GW",от 0 до 2.5бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-4bar-GW,от 0 до 4бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-6bar-GW,от 0 до 6бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-10bar-GW,от 0 до 10бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-16bar-GW,от 0 до 16бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-25bar-GW,от 0 до 25бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-40bar-GW,от 0 до 40бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-60bar-GW,от 0 до 60бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-100bar-GW,от 0 до 100бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-160bar-GW,от 0 до 160бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-250bar-GW,от 0 до 250бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-20M-100A-400bar-GW,от 0 до 400бар,M20x1.5,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-8N-100A-0,6bar-GW",от 0 до 0.6бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-8N-100A-1bar-GW,от 0 до 1бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-8N-100A-1,6bar-GW",от 0 до 1.6бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-8N-100A-2,5bar-GW",от 0 до 2.5бар,NPT 1/2,Нержавеющая сталь,100мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
