"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G40-C-20M-150B-V160mbar","от -160 до 0мбар","M20x1.5","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V100mbar","от -100 до 0мбар","M20x1.5","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V60mbar","от -60 до 0мбар","M20x1.5","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V25mbar","от -25 до 0мбар","M20x1.5","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V16mbar","от -16 до 0мбар","M20x1.5","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63A-V60kPa","от -60 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V40kPa","от -40 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V25kPa","от -25 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V16kPa","от -16 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V10kPa","от -10 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V6kPa","от -6 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V2.5kPa","от -2.5 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V1.6kPa","от -1.6 до 0кПа","G 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V60kPa","от -60 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V40kPa","от -40 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V25kPa","от -25 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V16kPa","от -16 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V10kPa","от -10 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V6kPa","от -6 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V2.5kPa","от -2.5 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V1.6kPa","от -1.6 до 0кПа","G 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V60kPa","от -60 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V40kPa","от -40 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V25kPa","от -25 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V16kPa","от -16 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V10kPa","от -10 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V6kPa","от -6 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V2.5kPa","от -2.5 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V1.6kPa","от -1.6 до 0кПа","G 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63B-V60kPa","от -60 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V40kPa","от -40 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V25kPa","от -25 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V16kPa","от -16 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V10kPa","от -10 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V6kPa","от -6 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V2.5kPa","от -2.5 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V1.6kPa","от -1.6 до 0кПа","G 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V60kPa","от -60 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V40kPa","от -40 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V25kPa","от -25 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V16kPa","от -16 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V10kPa","от -10 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V6kPa","от -6 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V2.5kPa","от -2.5 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V1.6kPa","от -1.6 до 0кПа","G 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V60kPa","от -60 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V40kPa","от -40 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V25kPa","от -25 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V16kPa","от -16 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V10kPa","от -10 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V6kPa","от -6 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V2.5kPa","от -2.5 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V1.6kPa","от -1.6 до 0кПа","G 1/2","150мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63A-V60kPa","от -60 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V40kPa","от -40 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V25kPa","от -25 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V16kPa","от -16 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V10kPa","от -10 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V6kPa","от -6 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V2.5kPa","от -2.5 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V1.6kPa","от -1.6 до 0кПа","NPT 1/2","63мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V60kPa","от -60 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V40kPa","от -40 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V25kPa","от -25 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V16kPa","от -16 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V10kPa","от -10 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V6kPa","от -6 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V2.5kPa","от -2.5 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V1.6kPa","от -1.6 до 0кПа","NPT 1/2","100мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V60kPa","от -60 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V40kPa","от -40 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V25kPa","от -25 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V16kPa","от -16 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V10kPa","от -10 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V6kPa","от -6 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V2.5kPa","от -2.5 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V1.6kPa","от -1.6 до 0кПа","NPT 1/2","150мм","нет","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63B-V60kPa","от -60 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V40kPa","от -40 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V25kPa","от -25 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V16kPa","от -16 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V10kPa","от -10 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V6kPa","от -6 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V2.5kPa","от -2.5 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V1.6kPa","от -1.6 до 0кПа","NPT 1/2","63мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-100B-V60kPa","от -60 до 0кПа","NPT 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-100B-V40kPa","от -40 до 0кПа","NPT 1/2","100мм","нет","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
